1,
1.10,
1.10.10,
1.10.10.10,
1.10.10.10.1a04A02,1a04A02,1345.0,-1.0,0.641635687732342,0.8029739776951673,GO:0000976+GO:0000976+GO:0001217+GO:0001217+GO:0003677+GO:0005515+GO:0005829+GO:0006355+GO:0010468+GO:0032993+GO:0032993+GO:0090352,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","GO:0003700","GO:0005829"
1.10.10.10.5d6eA02,5d6eA02,1298.0,-0.4562647754137116,0.6232665639445301,0.5446841294298921,GO:0003723+GO:0004177+GO:0005737+GO:0005829+GO:0005829+GO:0005886+GO:0008235+GO:0016485+GO:0018206+GO:0022400+GO:0031365,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","GO:0019538","GO:0003824","GO:0005829"
1.10.10.10.2nraC01,2nraC01,2467.0,-0.3899831176139561,0.6331576813944062,0.7875962707742197,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.2nraC02,2nraC02,1732.0,-0.22141119221411193,0.6108545034642032,0.6651270207852193,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.2nriB00,2nriB00,1442.0,-0.8530805687203792,0.628987517337032,0.7954230235783634,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.5dcmA00,5dcmA00,1587.0,-0.3704268292682927,0.6194076874606175,0.6137366099558916,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.5dd8A00,5dd8A00,2442.0,-0.8629866929521932,0.638001638001638,0.7297297297297297,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.2ns0A00,2ns0A00,1265.0,-0.5212527964205816,0.6284584980237155,0.38181818181818183,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.5deqB02,5deqB02,1365.0,-0.43847072879330945,0.6249084249084249,0.832967032967033,,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","",""
1.10.10.10.2nyxB01,2nyxB01,2178.0,-0.8047337278106509,0.6368227731864096,0.6386593204775023,GO:0005886,1.10.10.10,"Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain","","","GO:0005886"
